item_id,language,name,nb_views,created_at,Difficulty,Theme,duration,type
12673,en,Styles,46,2017,Beginner,Produce,109,tutorial
12674,en,Changing existing styles,41,2017,Beginner,Produce,68,tutorial
12675,en,Creating Styles,33,2017,Beginner,Produce,63,tutorial
12676,en,Navigation Pane Part 1 : Rearranging a document,55,2017,Beginner,Produce,152,tutorial
12677,en,Navigation Pane Part 2 : Search Options,31,2017,Beginner,Produce,95,tutorial
12678,en,Collapsible headings,105,2017,Beginner,Produce,183,tutorial
12679,en,Introduction to Tables of Contents,44,2017,Beginner,Produce,177,tutorial
12680,en,Take tables of contents (TOCs) to the next level,52,2017,Intermediate,Produce,231,tutorial
12681,en,Add formatting to a TOC,69,2017,Intermediate,Produce,228,tutorial
12682,en,Advanced tables of contents,44,2017,Beginner,Produce,195,tutorial
12683,en,Modify a TOC with field codes,40,2017,Beginner,Produce,179,tutorial
12684,en,Add custom entries to a TOC,53,2017,Beginner,Produce,180,tutorial
12685,en,Add multiple TOCs to a document,48,2017,Beginner,Produce,299,tutorial
12686,en,Mail merge,95,2017,Beginner,Produce,231,tutorial
12687,en,Print letters with mail merge,31,2017,Beginner,Produce,242,tutorial
12688,en,Print envelopes with mail merge,58,2017,Intermediate,Produce,238,tutorial
12689,en,Advanced mail merge (Field code),51,2017,Intermediate,Produce,179,tutorial
12690,en,Create and print labels,47,2017,Beginner,Produce,185,tutorial
12691,en,Use mail merge to create multiple labels,89,2017,Beginner,Produce,201,tutorial
12692,en,Format and add a graphic,41,2017,Beginner,Produce,200,tutorial
12693,en,More options and custom labels,41,2017,Intermediate,Produce,239,tutorial
12694,en,Work together in real time,45,2017,Intermediate,Produce,100,tutorial
12695,en,Start working together in a document,34,2017,Beginner,Produce,123,tutorial
12696,en,Improved version history,98,2017,Beginner,Produce,56,tutorial
12697,en,Track changes,54,2017,Beginner,Produce,154,tutorial
12698,en,Incorporate revisions with track changes,40,2017,Beginner,Produce,190,tutorial
12699,en,Track changes online,41,2017,Beginner,Produce,194,tutorial
12700,en,Track changes in email with multiple people,39,2017,Beginner,Produce,276,tutorial
12701,en,Customize track changes,74,2017,Beginner,Produce,138,tutorial
12702,en,Working with watermarks,21,2017,Beginner,Produce,168,tutorial
12703,en,Add a logo or other picture,37,2017,Beginner,Produce,197,tutorial
12704,en,More things you can do with pictures,53,2017,Beginner,Produce,293,tutorial
15256,en,Create a PivotTable and analyze your data,109,2017,Intermediate,Analyze,95,tutorial
15257,en,Create a PivotTable report manually,92,2017,Intermediate,Analyze,299,tutorial
15258,en,"Sort, filter, summarize and calculate your PivoteTable data",71,2017,Intermediate,Analyze,229,tutorial
15259,en,"Use slicers, timelines and PivotCharts to analyze your pivotetable data",60,2017,Intermediate,Analyze,218,tutorial
16365,en,Browsing/Navigating home page,66,2017,Beginner,Discover,64,tutorial
16366,en,Discovery,184,2017,Beginner,Discover,147,tutorial
16367,en,A detailed Description of the Home Page,110,2017,Beginner,Discover,195,tutorial
16368,en,Site Presentation,165,2017,Beginner,Discover,241,tutorial
16369,en,The Search Function,87,2017,Beginner,Research,185,tutorial
16370,en,Connecting with Other Office 365 Tools,68,2017,Beginner,Produce,151,tutorial
16371,en,Introduction to the Document Libraries,118,2017,Beginner,Discover,152,tutorial
16372,en,Adding Items to Libraries,55,2017,Beginner,Produce,135,tutorial
16373,en,Editing of Items,83,2017,Intermediate,Produce,157,tutorial
16374,en,Moving and Copying Content,49,2017,Intermediate,Produce,133,tutorial
16375,en,Sharing a Document,86,2017,Intermediate,Share,157,tutorial
16376,en,Receiving a Sharing Request,83,2017,Intermediate,Share,99,tutorial
16377,en,Managing Different Versions of a Document,79,2017,Intermediate,Produce,143,tutorial
16378,en,Making a Document Read Only,80,2017,Intermediate,Produce,144,tutorial
16379,en,Synchronizing a Library on Your Computer,120,2017,Intermediate,Organize,108,tutorial
16380,en,Using Files in a Synchronized Library,49,2017,Intermediate,Produce,118,tutorial
16381,en,Introduction to Lists,52,2017,Beginner,Discover,102,tutorial
16382,en,Adding Items to a List,76,2017,Intermediate,Produce,94,tutorial
16383,en,Editing Items in a List,52,2017,Intermediate,Produce,94,tutorial
16384,en,Sharing the Items of a List,61,2017,Intermediate,Share,119,tutorial
16385,en,Adding a Column to a List or Library,62,2017,Intermediate,Produce,176,tutorial
16386,en,Sorting and Filtering Items,50,2017,Intermediate,Research,145,tutorial
16387,en,Creating and Managing Displays,52,2017,Intermediate,Customize,161,tutorial
16388,en,Defining Alerts,54,2017,Intermediate,Organize,136,tutorial
16389,en,Creating Workflows from a Template,51,2017,Intermediate,Organize,321,tutorial
16390,en,Creating Workflows from Scratch,61,2017,Intermediate,Organize,178,tutorial
16391,en,Creating Your Application with PowerApps,180,2017,Intermediate,Produce,253,tutorial
16535,en,Manage attachments,51,2017,Beginner,Produce,111,tutorial
24594,en,Getting started with the interface,35,2017,Beginner,Collaboration,194,use_case
24595,en,I master multitasking,51,2017,Beginner,Share,153,use_case
24596,en,I browse the internet,25,2017,Beginner,Research,171,use_case
31778,en,Teams - Is it a lever to make collaborative work easier,29,2018,Beginner,Research,1688,webcast
31949,en,Introduction to Windows 10,66,2018,Beginner,Discover,100,tutorial
31950,en,Whats new in Windows 10,44,2018,Beginner,Discover,128,tutorial
31951,en,Windows session and sign-in option,24,2018,Beginner,Discover,93,tutorial
31952,en,Introduction to the Start Menu,42,2018,Beginner,Discover,114,tutorial
31953,en,Introduction to the File Explorer,48,2018,Beginner,Discover,160,tutorial
31954,en,Introduction to the Notification Centre,40,2018,Beginner,Discover,131,tutorial
31955,en,Getting help and first steps with Cortana,57,2018,Beginner,Research,96,tutorial
31956,en,Introduction to Microsoft Store,24,2018,Beginner,Discover,89,tutorial
31957,en,Task Manager,30,2018,Beginner,Discover,96,tutorial
31958,en,Personalising your graphic environment,48,2018,Beginner,Customize,110,tutorial
31959,en,Personalising and configuring the Start Menu,60,2018,Beginner,Customize,108,tutorial
31960,en,Personalising the Taskbar,32,2018,Beginner,Customize,106,tutorial
31961,en,Configuring the Taskbar,22,2018,Intermediate,Customize,90,tutorial
31962,en,Parameterising and configuring Cortana,27,2018,Intermediate,Customize,116,tutorial
31963,en,Notification and quick action management,24,2018,Intermediate,Customize,93,tutorial
31964,en,Application management,19,2018,Intermediate,Customize,85,tutorial
31965,en,Managing power and sleep,33,2018,Intermediate,Customize,86,tutorial
31966,en,Configuring Windows Update,18,2018,Intermediate,Customize,87,tutorial
31967,en,Configuring screen display and resolution,24,2018,Intermediate,Customize,80,tutorial
31968,en,Adding a printer and defining the default printer,28,2018,Intermediate,Customize,96,tutorial
31969,en,Configuring the mouse,21,2018,Intermediate,Customize,70,tutorial
31970,en,The Quick Access panel,50,2018,Beginner,Organize,78,tutorial
31971,en,Multitask with windows anchoring,40,2018,Beginner,Organize,85,tutorial
31972,en,Multitask with virtual desktops,34,2018,Beginner,Organize,88,tutorial
31973,en,Use File History,33,2018,Beginner,Organize,101,tutorial
31974,en,Set up File History,19,2018,Intermediate,Customize,107,tutorial
31975,en,Search everything and everywhere,25,2018,Beginner,Research,86,tutorial
31976,en,Use the People icon from Taskbar,18,2018,Beginner,Communicate,122,tutorial
31977,en,Work seamlessly across all my devices,46,2018,Beginner,Communicate,81,tutorial
31978,en,Another way to browse with Microsoft Edge,19,2018,Beginner,Discover,126,tutorial
31979,en,Read articles without distractions and annotate webpages,38,2018,Beginner,Produce,101,tutorial
31980,en,Let Cortana to work for you,24,2018,Beginner,Organize,124,tutorial
31981,en,Work anywhere with OneDrive,21,2018,Beginner,Organize,131,tutorial
31982,en,Manage files with OneDrive,33,2018,Intermediate,Organize,157,tutorial
31983,en,Take my notes everywhere,27,2018,Beginner,Organize,144,tutorial
31984,en,All my emails in one place,35,2018,Intermediate,Communicate,136,tutorial
31985,en,Use the Calendar application,23,2018,Beginner,Organize,116,tutorial
31986,en,Manage my photos,23,2018,Beginner,Organize,110,tutorial
31987,en,Edit and enhance images using the Photos application,44,2018,Intermediate,Produce,176,tutorial
31988,en,Use the Snipping tool,43,2018,Intermediate,Produce,99,tutorial
31989,en,Authentication modes,17,2018,Intermediate,Customize,137,tutorial
31990,en,Manage user accounts,38,2018,Intermediate,Organize,155,tutorial
31991,en,Reinforce security with Windows Hello and automatic locking,27,2018,Intermediate,Customize,94,tutorial
31992,en,The Windows Defender Security Center,46,2018,Beginner,Discover,156,tutorial
31993,en,Pin a site to the start menu and the taskbar,103,2018,Beginner,Organize,46,tutorial
31994,en,Pin files to the taskbar,66,2018,Beginner,Organize,68,tutorial
31995,en,Import your favourites from another browser,28,2018,Beginner,Organize,55,tutorial
31996,en,Default applications,41,2018,Intermediate,Customize,139,tutorial
31997,en,Background applications,29,2018,Beginner,Customize,47,tutorial
31998,en,Reset a Microsoft account password,46,2018,Beginner,Produce,62,tutorial
31999,en,Customize the Send to menu,35,2018,Intermediate,Customize,61,tutorial
32000,en,Configure your active hours,59,2018,Beginner,Organize,41,tutorial
32001,en,Change the download folder location,40,2018,Intermediate,Organize,90,tutorial
32002,en,Compress files,40,2018,Beginner,Produce,66,tutorial
32003,en,Project a screen,30,2018,Beginner,Organize,106,tutorial
32004,en,Cancel a stuck print job,22,2018,Beginner,Produce,55,tutorial
32005,en,Check if you have a 32 or 64-bit version,60,2018,Beginner,Discover,52,tutorial
32006,en,Share the internet connection,36,2018,Beginner,Share,76,tutorial
32007,en,Define a restore point and restore the system,61,2018,Intermediate,Produce,93,tutorial
32008,en,Narrow a search in Windows,29,2018,Intermediate,Produce,63,tutorial
32009,en,Master Selection methods,31,2018,Beginner,Discover,76,tutorial
32010,en,Useful keyboard shortcuts,45,2018,Beginner,Discover,137,tutorial
32012,en,I understand the continuity of experience,26,2018,Beginner,Produce,169,use_case
32013,en,My data / Applications follow me everywhere,210,2018,Beginner,Produce,182,use_case
32014,en,I secure my identity,58,2018,Beginner,Analyze,201,use_case
32015,en,I use Cortana to be more productive,134,2018,Beginner,Organize,179,use_case
32022,en,General Introduction,166,2018,Beginner,Discover,174,tutorial
32023,en,Introduction to Power BI Desktop,110,2018,Beginner,Discover,172,tutorial
32024,en,Introduction to Power BI Building Blocks,101,2018,Beginner,Discover,187,tutorial
32025,en,Creating your Datasets,72,2018,Beginner,Analyze,146,tutorial
32026,en,Recovering your Data from different sources,105,2018,Beginner,Analyze,206,tutorial
32027,en,Introduction to the Query Editor,55,2018,Beginner,Analyze,153,tutorial
32028,en,"Preparing, cleaning and transforming your Data",74,2018,Beginner,Analyze,282,tutorial
32029,en,Creating a Report,53,2018,Beginner,Analyze,174,tutorial
32030,en,Customising your Visuals,64,2018,Beginner,Analyze,178,tutorial
32031,en,Customising your Report,38,2018,Beginner,Analyze,192,tutorial
32032,en,Publishing your Report through the Power BI Service,103,2018,Beginner,Analyze,179,tutorial
32033,en,Creating and configuring a Dashboard,55,2018,Beginner,Analyze,170,tutorial
32034,en,Manipulating tiles in a Dashboard,28,2018,Beginner,Analyze,206,tutorial
32035,en,Sharing and publishing your Dashboard,40,2018,Beginner,Analyze,223,tutorial
32036,en,Consulting and using a Dashboard,25,2018,Beginner,Analyze,188,tutorial
32037,en,Introduction to Power BI Mobile,48,2018,Beginner,Share,135,tutorial
32038,en,Power BI - Centralising Your Data and Facilitating its Analysis,124,2018,Intermediate,Analyze,195,use_case
32039,en,Power BI -Creating an Attractive Dashboard in Less Than 3 Minutes,98,2018,Beginner,Produce,164,use_case
32040,en,Power BI - Ensuring Safe Data Access by Defining Roles,37,2018,Intermediate,Customize,221,use_case
32562,en,Survey Your Teams on the New Digital Tools,119,2018,Intermediate,Produce,151,use_case
32563,en,Having Your Own Video Stream Channel,44,2018,Intermediate,Produce,153,use_case
32564,en,Teams on the Iphone,455,2018,Intermediate,Produce,149,use_case
38544,en,Finding and installing Teams for IOS,78,2018,Intermediate,Mobility,69,tutorial
38545,en,General Information,136,2018,Intermediate,Mobility,194,tutorial
38546,en,Finding Help,64,2018,Intermediate,Mobility,74,tutorial
38547,en,Participating in Team discussions,87,2018,Intermediate,Mobility,111,tutorial
38548,en,Editing messages,68,2018,Intermediate,Mobility,88,tutorial
38549,en,Creating a New Discussion Channel,77,2018,Intermediate,Mobility,109,tutorial
38550,en,Looking for Items or People,50,2018,Intermediate,Mobility,67,tutorial
38551,en,Following conversations and channels,59,2018,Intermediate,Mobility,123,tutorial
38552,en,Managing a Team's files,66,2018,Intermediate,Mobility,68,tutorial
38553,en,Team collaboration tools,89,2018,Intermediate,Mobility,90,tutorial
38554,en,Managing members lists,65,2018,Intermediate,Mobility,49,tutorial
38555,en,Choosing how to receive notifications,58,2018,Intermediate,Mobility,90,tutorial
38556,en,Meetings on your mobile device,67,2018,Intermediate,Mobility,96,tutorial
38557,en,Instant messaging,69,2018,Intermediate,Mobility,80,tutorial
38558,en,Changing your status,64,2018,Intermediate,Mobility,43,tutorial
40525,en,Discover the visual tool for decision support,29,2018,Intermediate,Mobility,1156,webcast
43102,en,Sway - Transforming your static documents into interactive Web content,65,2018,Intermediate,Mobility,203,use_case
43457,en,Introduction to Teams,467,2018,Intermediate,Collaboration,100,tutorial
43458,en,Presentation of the desktop application,122,2018,Intermediate,Collaboration,113,tutorial
43459,en,Finding content and people,105,2018,Intermediate,Communicate,75,tutorial
43460,en,Getting help,107,2018,Intermediate,Discover,55,tutorial
43461,en,Creating a team and adding members,180,2018,Intermediate,Collaboration,101,tutorial
43462,en,Adding channels and tabs,90,2018,Intermediate,Collaboration,89,tutorial
43463,en,Using and managing channels and tabs,75,2018,Intermediate,Collaboration,98,tutorial
43464,en,Managing storage spaces in Teams,87,2018,Intermediate,Collaboration,113,tutorial
43465,en,Managing your teams,116,2018,Intermediate,Organize,110,tutorial
43466,en,Setting up and customizing your team,99,2018,Intermediate,Customize,64,tutorial
43467,en,Participating in team conversations,80,2018,Intermediate,Collaboration,79,tutorial
43468,en,Editing and enhancing your messages,69,2018,Intermediate,Collaboration,92,tutorial
43469,en,Interacting in a conversation,85,2018,Intermediate,Collaboration,81,tutorial
43470,en,Moving from a conversation to an online meeting,90,2018,Intermediate,Collaboration,82,tutorial
43471,en,Sharing your desktop and content,85,2018,Intermediate,Collaboration,96,tutorial
43472,en,Private and small group chats,70,2018,Intermediate,Collaboration,108,tutorial
43473,en,Following your activities and your team's activities,97,2018,Intermediate,Collaboration,73,tutorial
43474,en,Using and co-editing files,69,2018,Intermediate,Collaboration,100,tutorial
43475,en,Check your events,86,2018,Intermediate,Communicate,86,tutorial
43476,en,Planning meetings,115,2018,Intermediate,Communicate,117,tutorial
43477,en,Joining and managing a meeting,58,2018,Intermediate,Communicate,78,tutorial
43478,en,Modifying application settings,88,2018,Intermediate,Customize,55,tutorial
43479,en,Choose how to receive notifications,66,2018,Intermediate,Customize,55,tutorial
43480,en,Using commands and keyboard shortcuts,57,2018,Intermediate,Customize,90,tutorial
43481,en,Inviting outside participants,154,2018,Intermediate,Collaboration,82,tutorial
43482,en,Reduce the number of emails in the company,637,2018,Intermediate,Organize,148,use_case
43483,en,Manage your team meetings in Teams,230,2018,Intermediate,Collaboration,121,use_case
43484,en,Recovering previous Office 365 Groups,70,2018,Intermediate,Organize,136,use_case
43485,en,Adding storage spaces in Teams,203,2018,Intermediate,Organize,107,use_case
43696,en,Sway - Create an interactive panel,18,2018,Intermediate,Organize,1528,webcast
45028,en,PowerApps - Creating an application for your field agents in just a few minutes,145,2018,Intermediate,Organize,243,use_case
45040,en,Teams - Collaborate as a team,44,2018,Intermediate,Organize,2041,webcast
45041,en,Teams - Communicate as a team,21,2018,Intermediate,Organize,2168,webcast
45042,en,Introduction to Microsoft Stream,47,2018,Intermediate,Discover,173,tutorial
45043,en,Introduction to the Microsoft Stream Interface,57,2018,Intermediate,Discover,75,tutorial
45044,en,Creation of a Company-Wide Channel,24,2018,Intermediate,Produce,59,tutorial
45045,en,Uploading Videos and Setting their Parameters on a Channel,29,2018,Intermediate,Produce,251,tutorial
45046,en,Viewing Videos,16,2018,Intermediate,Produce,71,tutorial
45047,en,Video Play Page Options,17,2018,Intermediate,Produce,115,tutorial
45048,en,Display Videos on a Channel,42,2018,Intermediate,Produce,140,tutorial
45049,en,Searching Content,40,2018,Intermediate,Research,134,tutorial
45050,en,Sharing a Video,30,2018,Intermediate,Collaborate,121,tutorial
45051,en,Creating an Office 365 Group from Stream,25,2018,Intermediate,Produce,158,tutorial
45052,en,Configuring a Group,19,2018,Intermediate,Collaborate,162,tutorial
45126,en,Interface presentation,21,2018,Intermediate,Telephony,93,tutorial
45127,en,Join a schedule meeting,14,2018,Intermediate,Telephony,106,tutorial
45128,en,Calling thanks to Meet Now,19,2018,Intermediate,Telephony,58,tutorial
45129,en,Call from the directory,15,2018,Intermediate,Telephony,59,tutorial
45130,en,Share content,16,2018,Intermediate,Telephony,75,tutorial
45131,en,Introduction to the Phone,37,2018,Intermediate,Telephony,159,tutorial
45132,en,Answering a Call,27,2018,Intermediate,Telephony,110,tutorial
45133,en,Placing a Call,19,2018,Intermediate,Telephony,176,tutorial
45134,en,Receiving and Managing a Second Call,12,2018,Intermediate,Telephony,69,tutorial
45135,en,Transferring a Call,15,2018,Intermediate,Telephony,139,tutorial
45136,en,Conference Calls,14,2018,Intermediate,Telephony,96,tutorial
45137,en,Adding Contacts,17,2018,Intermediate,Telephony,183,tutorial
45138,en,Call History,14,2018,Intermediate,Telephony,107,tutorial
45139,en,Preferences,13,2018,Intermediate,Telephony,116,tutorial
45140,en,Call Forwarding,19,2018,Intermediate,Telephony,120,tutorial
45141,en,Programming the Phone Line Keys,53,2018,Intermediate,Telephony,175,tutorial
45142,en,Introduction to the User Web Page,19,2018,Intermediate,Telephony,57,tutorial
45150,en,Introduction to the Phone,27,2018,Intermediate,Telephony,161,tutorial
45151,en,Answering a Call,19,2018,Intermediate,Telephony,107,tutorial
45152,en,Placing a Call,15,2018,Intermediate,Telephony,154,tutorial
45153,en,Receiving and Managing a Second Call,16,2018,Intermediate,Telephony,63,tutorial
45154,en,Transferring a Call,19,2018,Intermediate,Telephony,129,tutorial
45155,en,Conference Calls,21,2018,Intermediate,Telephony,147,tutorial
45156,en,Adding Contacts,39,2018,Intermediate,Telephony,157,tutorial
45157,en,Call History,12,2018,Intermediate,Telephony,92,tutorial
45158,en,Preferences,11,2018,Intermediate,Telephony,108,tutorial
45159,en,Call Forwarding,21,2018,Intermediate,Telephony,115,tutorial
45160,en,Programming the Phone Line Keys,24,2018,Intermediate,Telephony,165,tutorial
45161,en,Installation and Login,24,2018,Intermediate,Mobility,82,tutorial
45162,en,Managing Contacts,63,2018,Intermediate,Mobility,100,tutorial
45163,en,Changing your availability,19,2018,Intermediate,Mobility,86,tutorial
45164,en,Chat conversations,17,2018,Intermediate,Mobility,100,tutorial
45165,en,Placing Calls,21,2018,Intermediate,Mobility,181,tutorial
45166,en,Joining a meeting,22,2018,Intermediate,Mobility,85,tutorial
45167,en,Configuring Skype for Business,19,2018,Intermediate,Mobility,97,tutorial
45180,en,Introduction to Skype for Business Online,22,2018,Intermediate,Discover,95,tutorial
45181,en,Creating a discussion,24,2018,Intermediate,Organize,114,tutorial
45182,en,Managing Your Status,17,2018,Intermediate,Share,72,tutorial
45183,en,Planning a Meeting in Outlook Online,25,2018,Intermediate,Share,122,tutorial
45184,en,Planning a Meeting with Skype for Business Web Scheduler,32,2018,Intermediate,Share,155,tutorial
45185,en,Participating in a Meeting,14,2018,Intermediate,Communicate,97,tutorial
45186,en,Managing the Meeting Participants,14,2018,Intermediate,Organize,111,tutorial
45187,en,Presenting a PowerPoint File,19,2018,Intermediate,Share,88,tutorial
45188,en,Presenting a Program,13,2018,Intermediate,Share,100,tutorial
45189,en,Presenting the Desktop,18,2018,Intermediate,Share,56,tutorial
45190,en,Sharing an interactive table,26,2018,Intermediate,Share,83,tutorial
45191,en,Programming and Managing a Skype Meeting from any PC,25,2018,Intermediate,Share,156,use_case
45192,en,How to use a Plantronics Blackwire with Skype Business,58,2018,Intermediate,Telephony,190,use_case
45193,en,How to use a Plantronics Voyager Legend with Skype Business,62,2018,Intermediate,Telephony,157,use_case
45194,en,How to use a Plantronics Savi with Skype Business,47,2018,Intermediate,Telephony,182,use_case
45195,en,How to use a Plantronics Calisto,28,2018,Intermediate,Mobility,118,use_case
45197,en,Forward your Skype calls to your mobile phone,137,2018,Intermediate,Communicate,154,use_case
45205,en,Introduction to Sway,116,2018,Intermediate,Communicate,77,tutorial
45206,en,Accessing the application,37,2018,Intermediate,Communicate,30,tutorial
45207,en,Introduction to the application,58,2018,Intermediate,Communicate,85,tutorial
45208,en,Creating and modifying a Sway from the Office 365 Home page,37,2018,Intermediate,Communicate,34,tutorial
45209,en,Creating a title with a background image,34,2018,Intermediate,Communicate,98,tutorial
45210,en,Creating a heading and a text card,57,2018,Intermediate,Communicate,81,tutorial
45211,en,Adding a Stack group card,27,2018,Intermediate,Communicate,97,tutorial
45212,en,Playing a card using the Design tab,22,2018,Intermediate,Communicate,20,tutorial
45213,en,Copying a chart in Sway,42,2018,Intermediate,Communicate,45,tutorial
45214,en,Dragging and dropping an image into an image card,31,2018,Intermediate,Communicate,29,tutorial
45215,en,Embedding video content,26,2018,Intermediate,Communicate,51,tutorial
45216,en,Adding and recording an audio file,103,2018,Intermediate,Communicate,72,tutorial
45217,en,Adding other types of content,65,2018,Intermediate,Communicate,56,tutorial
45218,en,Viewing your first presentation,17,2018,Intermediate,Communicate,57,tutorial
45219,en,Creating a Sway in just a few seconds,19,2018,Intermediate,Communicate,45,tutorial
45220,en,Creating a Sway from a file,33,2018,Intermediate,Communicate,38,tutorial
45221,en,Formatting a Sway created from a file,17,2018,Intermediate,Communicate,138,tutorial
45223,en,Copying cards from one Sway to another,81,2018,Intermediate,Communicate,44,tutorial
45224,en,Duplicating and deleting a Sway,103,2018,Intermediate,Communicate,49,tutorial
45225,en,Sharing a Sway,25,2018,Intermediate,Communicate,101,tutorial
45226,en,Exporting a Sway,30,2018,Intermediate,Communicate,48,tutorial
45227,en,Printing a Sway,22,2018,Intermediate,Communicate,19,tutorial
45229,en,Creating a Sway template,44,2018,Intermediate,Communicate,55,tutorial
45230,en,Customising and remixing your Sway,17,2018,Intermediate,Communicate,82,tutorial
45231,en,Removing the Sway informational footer,60,2018,Intermediate,Communicate,35,tutorial
45232,en,Enabling autoplay,316,2018,Intermediate,Communicate,42,tutorial
45233,en,Managing external sharing and external content,41,2018,Intermediate,Communicate,58,tutorial
45234,en,Preventing particular users from using Sway,32,2018,Intermediate,Communicate,47,tutorial
46752,en,"Business Teams! Support Your Tenders, Entirely Remotely!",28,2018,Intermediate,Communicate,175,use_case
46758,en,Finalizing a Business Presentation from Home,30,2018,Intermediate,Communicate,217,use_case
46759,en,Optimising the Effectiveness of the Business Team,70,2018,Intermediate,Communicate,161,use_case
46760,en,Teamwork - Guiding and Organizing Your Business Activity,82,2018,Intermediate,Communicate,217,use_case
46761,en,Teamwork - Improving Collaboration and Facilitating Data Sharing,59,2018,Intermediate,Communicate,225,use_case
52609,en,Introduction to the course on Forms,148,2018,Intermediate,Discover,83,tutorial
52610,en,Creating a Form,92,2018,Intermediate,Produce,235,tutorial
52611,en,Sharing and viewing Responses,51,2018,Intermediate,Share,105,tutorial
52612,en,Creating a Questionnaire,72,2018,Intermediate,Produce,107,tutorial
52613,en,Sharing the Questionnaire and Using the Results,39,2018,Intermediate,Share,84,tutorial
52614,en,Copying and Duplicating a Form,46,2018,Intermediate,Produce,44,tutorial
52615,en,Collaborating Using Forms,55,2018,Intermediate,Collaborate,57,tutorial
52616,en,Editing a Form,31,2018,Intermediate,Produce,49,tutorial
52617,en,Stopping Sharing,28,2018,Intermediate,Share,34,tutorial
52618,en,Creating and editing a Form from OneDrive,67,2018,Intermediate,Produce,47,tutorial
52619,en,What the administrator can do,40,2018,Intermediate,Produce,58,tutorial
56160,en,Facilitating Mobility by Creating Your Own Application,34,2018,Intermediate,Produce,177,use_case
56161,en,StaffHub - Creating a Digital Work Schedule for Your Field Teams,82,2018,Intermediate,Produce,183,use_case
56162,en,StaffHub - Communicate Quickly with Your Field Staff,26,2018,Intermediate,Produce,156,use_case
56163,en,StaffHub - Creating an Unassigned Task,38,2018,Advanced,Produce,138,use_case
62140,en,General Introduction to Office 365,145,2019,Advanced,Discover,129,tutorial
62141,en,Office Online Applications,73,2019,Advanced,Discover,97,tutorial
62142,en,Installing Office on 5 terminals,45,2019,Advanced,Customize,134,tutorial
62143,en,Installing Office on Your Smartphone,58,2019,Advanced,Customize,63,tutorial
62144,en,Accessing Other Applications Involving Office 365,46,2019,Advanced,Customize,71,tutorial
62145,en,Changing the Graphic Design of Your Portal and Start Page,50,2019,Advanced,Customize,56,tutorial
62146,en,Managing Your Notifications,35,2019,Advanced,Customize,51,tutorial
62147,en,Managing the Language and Time Zone,48,2019,Advanced,Customize,48,tutorial
62148,en,Changing Your Password,41,2019,Advanced,Customize,46,tutorial
62149,en,Accessing Your Office Online Applications,49,2019,Advanced,Discover,82,tutorial
62150,en,Accessing Your Recent Documents,48,2019,Advanced,Produce,81,tutorial
62151,en,Managing Your Recent Documents,50,2019,Advanced,Share,192,tutorial
62152,en,Importing and Creating Documents,46,2019,Advanced,Produce,94,tutorial
62153,en,Doing a Search,23,2019,Advanced,Research,176,tutorial
62154,en,Introduction to Your Profile Interface,42,2019,Advanced,Discover,113,tutorial
62155,en,Managing the Confidentiality Settings in Your Profile,34,2019,Advanced,Customize,64,tutorial
62156,en,Changing Your Profile Image,28,2019,Advanced,Customize,59,tutorial
62157,en,Viewing Your Licences and Subscription,43,2019,Advanced,Discover,51,tutorial
64185,en,Flow - Have new files approved prior to moving them to a dedicated folder,110,2019,Advanced,Discover,156,use_case
64186,en,Flow - Automatically save all email attachments sent to your inbox,85,2019,Advanced,Discover,149,use_case
64188,en,Teasing LetSignIt,23,2019,Advanced,Communicate,79,use_case
64189,en,Webcast Letsignit,8,2019,Advanced,Communicate,404,webcast
64195,en,About PowerPoint Online,40,2019,Advanced,Discover,197,tutorial
64196,en,About Word Online,52,2019,Advanced,Discover,118,tutorial
64197,en,Version History,28,2019,Advanced,Discover,67,tutorial
64198,en,Top tips for working in Excel Online Part 1,58,2019,Advanced,Discover,136,tutorial
64199,en,Top tips for working in Excel Online Part 2,55,2019,Advanced,Produce,140,tutorial
64207,en,On-Slide 3D Model Animation,156,2019,Advanced,New features,45,tutorial
64216,en,Chat with your co-editors in real-time,181,2019,Advanced,New features,28,tutorial
64237,en,PivotTable Insertions,41,2019,Advanced,New features,43,tutorial
64247,en,Quickly sort emails,124,2019,Advanced,New features,27,tutorial
64248,en,Custom your personal reminders and notifications,79,2019,Advanced,New features,44,tutorial
64249,en,Automatically mark deleted emails as read,63,2019,Advanced,New features,46,tutorial
64250,en,Let Outlook read your emails out loud,124,2019,Advanced,New features,32,tutorial
64251,en,Identify meeting members,54,2019,Advanced,New features,26,tutorial
64252,en,Prevent recipients from forwarding emails,53,2019,Advanced,New features,34,tutorial
64253,en,Prevent forwarding of a meeting,54,2019,Advanced,New features,29,tutorial
64254,en,Discover the new simplified ribbon,55,2019,Advanced,New features,29,tutorial
64255,en,Display 3 time zones,50,2019,Advanced,New features,37,tutorial
64256,en,Use dictate to type in Word,64,2019,Advanced,New features,27,tutorial
64257,en,Chat with co-authors while editing,53,2019,Advanced,New features,29,tutorial
64258,en,Insert icons,34,2019,Advanced,New features,43,tutorial
64259,en,Let Word read your documents out loud,35,2019,Advanced,New features,36,tutorial
64260,en,3D Models,38,2019,Advanced,New features,42,tutorial
64261,en,Edit document with natural gestures,48,2019,Advanced,New features,34,tutorial
64262,en,Locate your documents,51,2019,Advanced,New features,20,tutorial
64263,en,Translate your Word documents into any language,29,2019,Advanced,New features,33,tutorial
